NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_ETHER_LIPID_METABOLISM	KEGG_ETHER_LIPID_METABOLISM	Details ...	33	0.44620478	1.6166942	0.021487135	0.057100594	0.5841	1831	tags=21%, list=6%, signal=23%	
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	Details ...	84	0.3669342	1.6131259	0.0063795852	0.05439079	0.5927	2671	tags=30%, list=9%, signal=33%	
KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION	Details ...	58	0.37694612	1.5533926	0.015315316	0.07681474	0.7404	6401	tags=47%, list=22%, signal=60%	
KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM	Details ...	42	0.3924965	1.5029546	0.037916064	0.100847915	0.852	5284	tags=38%, list=18%, signal=47%	
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	Details ...	20	0.45332754	1.4321816	0.08460699	0.14685857	0.9477	4603	tags=50%, list=16%, signal=60%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS	Details ...	113	0.30570653	1.4234954	0.02052786	0.14577363	0.9547	3994	tags=33%, list=14%, signal=38%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM	Details ...	158	0.28960657	1.4125541	0.015774028	0.14757228	0.9625	4682	tags=32%, list=16%, signal=38%	
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	Details ...	44	0.36272755	1.4090936	0.060824446	0.14319314	0.9641	4710	tags=36%, list=16%, signal=43%	
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER		88	0.3034766	1.3509659	0.05453972	0.19099754	0.9907	3671	tags=31%, list=13%, signal=35%	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION		84	0.2973627	1.313415	0.072693385	0.22470643	0.9971	3996	tags=33%, list=14%, signal=39%	
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS		16	0.43344247	1.288036	0.16500941	0.24646315	0.9991	2962	tags=31%, list=10%, signal=35%	
KEGG_ONE_CARBON_POOL_BY_FOLATE	KEGG_ONE_CARBON_POOL_BY_FOLATE		17	0.42252856	1.2765908	0.17462039	0.25115344	0.9996	4841	tags=47%, list=17%, signal=57%	
KEGG_GLUTATHIONE_METABOLISM	KEGG_GLUTATHIONE_METABOLISM		49	0.31633085	1.253366	0.13985401	0.2729671	0.9999	2029	tags=22%, list=7%, signal=24%	
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS		16	0.41564608	1.2400115	0.19972527	0.28179184	0.9999	1466	tags=19%, list=5%, signal=20%	
KEGG_RIBOSOME	KEGG_RIBOSOME		86	0.27688393	1.2304888	0.12296682	0.2852197	1.0	6726	tags=44%, list=23%, signal=58%	
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS		41	0.3257475	1.2275308	0.1646482	0.2792213	1.0	3069	tags=24%, list=11%, signal=27%	
KEGG_NUCLEOTIDE_EXCISION_REPAIR	KEGG_NUCLEOTIDE_EXCISION_REPAIR		44	0.31790185	1.2227715	0.17937481	0.27639338	1.0	5341	tags=45%, list=19%, signal=56%	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY		89	0.27207264	1.213051	0.1344294	0.2810511	1.0	2928	tags=27%, list=10%, signal=30%	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM		98	0.2676539	1.2110701	0.13300654	0.27474082	1.0	2467	tags=19%, list=9%, signal=21%	
KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM		22	0.36954603	1.2016168	0.22355904	0.27944165	1.0	2691	tags=23%, list=9%, signal=25%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM		31	0.3312638	1.1824018	0.23125865	0.29837134	1.0	3513	tags=32%, list=12%, signal=37%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		28	0.331262	1.1509644	0.25384617	0.3378706	1.0	4727	tags=36%, list=16%, signal=43%	
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM		58	0.27087548	1.113131	0.275993	0.39347675	1.0	1834	tags=14%, list=6%, signal=15%	
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		115	0.23793244	1.1098287	0.25293133	0.38869116	1.0	4014	tags=23%, list=14%, signal=26%	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM		24	0.33274633	1.1038257	0.31466228	0.389033	1.0	1654	tags=21%, list=6%, signal=22%	
KEGG_PROPANOATE_METABOLISM	KEGG_PROPANOATE_METABOLISM		32	0.30779088	1.0978899	0.31916067	0.38934067	1.0	4710	tags=25%, list=16%, signal=30%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY		47	0.28038034	1.0933825	0.31171852	0.38738954	1.0	4144	tags=30%, list=14%, signal=35%	
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM		34	0.28544298	1.0363716	0.40095398	0.48543456	1.0	409	tags=9%, list=1%, signal=9%	
KEGG_TRYPTOPHAN_METABOLISM	KEGG_TRYPTOPHAN_METABOLISM		40	0.2732407	1.0295197	0.39250213	0.4877094	1.0	1622	tags=13%, list=6%, signal=13%	
KEGG_NITROGEN_METABOLISM	KEGG_NITROGEN_METABOLISM		23	0.30621284	1.0114702	0.44060773	0.5132045	1.0	3329	tags=30%, list=12%, signal=34%	
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM		19	0.31398225	0.98806304	0.4594957	0.5500273	1.0	5083	tags=37%, list=18%, signal=45%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		21	0.3009285	0.9719888	0.48619384	0.5714417	1.0	5083	tags=48%, list=18%, signal=58%	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION		24	0.2828492	0.9426875	0.53605443	0.62032783	1.0	3926	tags=21%, list=14%, signal=24%	
KEGG_HISTIDINE_METABOLISM	KEGG_HISTIDINE_METABOLISM		29	0.26566356	0.9323446	0.5557682	0.6281389	1.0	214	tags=7%, list=1%, signal=7%	
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS		23	0.25966126	0.8618316	0.6534123	0.7563448	1.0	4297	tags=26%, list=15%, signal=31%	
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	KEGG_DRUG_METABOLISM_OTHER_ENZYMES		49	0.21537115	0.84968126	0.72461224	0.76270115	1.0	2094	tags=14%, list=7%, signal=15%	
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM		32	0.22575931	0.81184185	0.7524917	0.809775	1.0	3220	tags=22%, list=11%, signal=25%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM		54	0.17140767	0.69603765	0.9304094	0.92576224	1.0	3220	tags=15%, list=11%, signal=17%	
