NAME	TITLE	SCORE	
SOCS5	suppressor of cytokine signaling 5 [Source:HGNC Symbol;Acc:HGNC:16852]	2.1737516	
ZNF521	zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]	2.1683345	
OLFML3	olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956]	2.1668143	
ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]	2.1538806	
ISLR	immunoglobulin superfamily containing leucine rich repeat [Source:HGNC Symbol;Acc:HGNC:6133]	2.1511137	
FZD1	frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]	2.147526	
HOXC10	homeobox C10 [Source:HGNC Symbol;Acc:HGNC:5122]	2.147294	
EBF1	EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126]	2.1298718	
GRID1	glutamate ionotropic receptor delta type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4575]	2.128577	
PLA2G5	phospholipase A2 group V [Source:HGNC Symbol;Acc:HGNC:9038]	2.124593	
KCTD12	potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678]	2.1200418	
PABPC5	poly(A) binding protein cytoplasmic 5 [Source:HGNC Symbol;Acc:HGNC:13629]	2.1119194	
VDR	vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]	2.0897768	
IRX2	iroquois homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14359]	2.083545	
PIWIL4	piwi like RNA-mediated gene silencing 4 [Source:HGNC Symbol;Acc:HGNC:18444]	2.055266	
PTPN13	protein tyrosine phosphatase non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]	2.021168	
ENOX1	ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474]	2.0162737	
KIAA1549L	KIAA1549 like [Source:HGNC Symbol;Acc:HGNC:24836]	1.9836553	
SERTAD2	SERTA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30784]	1.9809145	
RCOR2	REST corepressor 2 [Source:HGNC Symbol;Acc:HGNC:27455]	1.9249054	
HDAC5	histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]	1.9197654	
EML1	EMAP like 1 [Source:HGNC Symbol;Acc:HGNC:3330]	1.9137528	
RUNX1T1	RUNX1 partner transcriptional co-repressor 1 [Source:HGNC Symbol;Acc:HGNC:1535]	1.90673	
PCDHGC3	protocadherin gamma subfamily C, 3 [Source:HGNC Symbol;Acc:HGNC:8716]	1.8892075	
ZNF503	zinc finger protein 503 [Source:HGNC Symbol;Acc:HGNC:23589]	1.860131	
ARPIN	actin related protein 2/3 complex inhibitor [Source:HGNC Symbol;Acc:HGNC:28782]	1.8448765	
CALHM2	calcium homeostasis modulator family member 2 [Source:HGNC Symbol;Acc:HGNC:23493]	1.8340604	
EYA1	EYA transcriptional coactivator and phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3519]	1.8240387	
CDC20P1	cell division cycle 20 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29487]	1.8228652	
IL11RA	interleukin 11 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5967]	1.821705	
SLC17A7	solute carrier family 17 member 7 [Source:HGNC Symbol;Acc:HGNC:16704]	1.8085725	
ATP10A	ATPase phospholipid transporting 10A (putative) [Source:HGNC Symbol;Acc:HGNC:13542]	1.8057562	
AR	androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]	1.8056048	
SNX9	sorting nexin 9 [Source:HGNC Symbol;Acc:HGNC:14973]	1.7967609	
IFT80	intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262]	1.7779711	
TSHZ2	teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:13010]	1.7761798	
SLC1A3	solute carrier family 1 member 3 [Source:HGNC Symbol;Acc:HGNC:10941]	1.772631	
PITX2	paired like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005]	1.7711821	
YPEL3	yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327]	1.7610852	
BAALC	BAALC binder of MAP3K1 and KLF4 [Source:HGNC Symbol;Acc:HGNC:14333]	1.7590296	
SOBP	sine oculis binding protein homolog [Source:HGNC Symbol;Acc:HGNC:29256]	1.7582233	
POLA1	DNA polymerase alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]	1.7563488	
COL16A1	collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]	1.753318	
ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:3357]	1.7503374	
EGR3	early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]	1.7487127	
KCTD15	potassium channel tetramerization domain containing 15 [Source:HGNC Symbol;Acc:HGNC:23297]	1.7478334	
KCNK2	potassium two pore domain channel subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:6277]	1.7456238	
COL6A1	collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]	1.7447048	
ERG	ETS transcription factor ERG [Source:HGNC Symbol;Acc:HGNC:3446]	1.7356099	
PCOLCE	procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]	1.7331526	
CTDSP2	CTD small phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:17077]	1.7308701	
CDO1	cysteine dioxygenase type 1 [Source:HGNC Symbol;Acc:HGNC:1795]	1.7236319	
COL6A3	collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]	1.7199137	
FBLN1	fibulin 1 [Source:HGNC Symbol;Acc:HGNC:3600]	1.7060441	
OLFM2	olfactomedin 2 [Source:HGNC Symbol;Acc:HGNC:17189]	1.6993175	
ZNF300P1	zinc finger protein 300 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:27032]	1.698196	
HOXC6	homeobox C6 [Source:HGNC Symbol;Acc:HGNC:5128]	1.6863915	
LRRC15	leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]	1.6767696	
PCDHGA10	protocadherin gamma subfamily A, 10 [Source:HGNC Symbol;Acc:HGNC:8697]	1.674492	
GYPE	glycophorin E (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4705]	1.6676377	
VWA5A	von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:HGNC:6658]	1.6664777	
THBS1	thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]	1.6624472	
ADAMTSL1	ADAMTS like 1 [Source:HGNC Symbol;Acc:HGNC:14632]	1.6445045	
CCDC136	coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]	1.6441903	
PCOLCE2	procollagen C-endopeptidase enhancer 2 [Source:HGNC Symbol;Acc:HGNC:8739]	1.6258247	
NAB2	NGFI-A binding protein 2 [Source:HGNC Symbol;Acc:HGNC:7627]	1.6219084	
AMPH	amphiphysin [Source:HGNC Symbol;Acc:HGNC:471]	1.6191231	
OLFML1	olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]	1.6170161	
SPIN4	spindlin family member 4 [Source:HGNC Symbol;Acc:HGNC:27040]	1.6160172	
HOXA9	homeobox A9 [Source:HGNC Symbol;Acc:HGNC:5109]	1.6147672	
MEF2C	myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996]	1.5989398	
S100A4	S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]	1.5981475	
LRP3	LDL receptor related protein 3 [Source:HGNC Symbol;Acc:HGNC:6695]	1.586855	
MTURN	maturin, neural progenitor differentiation regulator homolog [Source:HGNC Symbol;Acc:HGNC:25457]	1.5728112	
TBX1	T-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11592]	1.5711391	
LSP1	lymphocyte specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707]	1.5681875	
TMEM204	transmembrane protein 204 [Source:HGNC Symbol;Acc:HGNC:14158]	1.568137	
SMC1A	structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]	1.5678114	
WNT11	Wnt family member 11 [Source:HGNC Symbol;Acc:HGNC:12776]	1.5606833	
GREM2	gremlin 2, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:17655]	1.5496278	
WDR5B	WD repeat domain 5B [Source:HGNC Symbol;Acc:HGNC:17826]	1.5476874	
SLC43A1	solute carrier family 43 member 1 [Source:HGNC Symbol;Acc:HGNC:9225]	1.5430768	
ZNF281	zinc finger protein 281 [Source:HGNC Symbol;Acc:HGNC:13075]	1.540864	
PODNL1	podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275]	1.5303411	
SIX1	SIX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10887]	1.5288117	
C21orf140	chromosome 21 open reading frame 140 [Source:HGNC Symbol;Acc:HGNC:39602]	1.5191667	
COL6A2	collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]	1.5188221	
TSHZ3	teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700]	1.5152509	
ADCY3	adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]	1.5117733	
ALDH7A1	aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]	1.5115712	
CRYBG1	crystallin beta-gamma domain containing 1 [Source:HGNC Symbol;Acc:HGNC:356]	1.5107092	
CNTN3	contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]	1.5091237	
PLCL2	phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064]	1.5064138	
TCF4	transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]	1.4963495	
PDGFRB	platelet derived growth factor receptor beta [Source:HGNC Symbol;Acc:HGNC:8804]	1.4926398	
HS6ST1	heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]	1.4922104	
COLEC12	collectin subfamily member 12 [Source:HGNC Symbol;Acc:HGNC:16016]	1.4915406	
TMPO	thymopoietin [Source:HGNC Symbol;Acc:HGNC:11875]	1.4905365	
C1QTNF6	C1q and TNF related 6 [Source:HGNC Symbol;Acc:HGNC:14343]	1.4890288	
PCDHGA11	protocadherin gamma subfamily A, 11 [Source:HGNC Symbol;Acc:HGNC:8698]	1.4845002	
RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	1.4838737	
SUSD2	sushi domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30667]	1.4827865	
LHFPL6	LHFPL tetraspan subfamily member 6 [Source:HGNC Symbol;Acc:HGNC:6586]	1.482567	
NCALD	neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655]	1.4789352	
DNM1	dynamin 1 [Source:HGNC Symbol;Acc:HGNC:2972]	1.4777613	
CLEC3B	C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891]	1.4772661	
NDNF	neuron derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:26256]	1.4761827	
SIM2	SIM bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10883]	1.4748281	
CCDC3	coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23813]	1.47375	
RGS16	regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]	1.4735659	
NR1H3	nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]	1.4734446	
TWIST2	twist family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:20670]	1.4710939	
SYNE3	spectrin repeat containing nuclear envelope family member 3 [Source:HGNC Symbol;Acc:HGNC:19861]	1.4707041	
ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:685]	1.4647472	
MDFIC	MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:HGNC:28870]	1.4630885	
EPS8	epidermal growth factor receptor pathway substrate 8 [Source:HGNC Symbol;Acc:HGNC:3420]	1.4563437	
CD248	CD248 molecule [Source:HGNC Symbol;Acc:HGNC:18219]	1.4559374	
TGFBI	transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]	1.4528044	
IPMK	inositol polyphosphate multikinase [Source:HGNC Symbol;Acc:HGNC:20739]	1.4527377	
AADAT	aminoadipate aminotransferase [Source:HGNC Symbol;Acc:HGNC:17929]	1.4526029	
CRTC1	CREB regulated transcription coactivator 1 [Source:HGNC Symbol;Acc:HGNC:16062]	1.4521344	
TWIST1	twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]	1.4509768	
SOD3	superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181]	1.4504118	
SHOX2	short stature homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10854]	1.4483709	
SLFN11	schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633]	1.4453965	
PDPR	pyruvate dehydrogenase phosphatase regulatory subunit [Source:HGNC Symbol;Acc:HGNC:30264]	1.4450847	
ACE	angiotensin I converting enzyme [Source:HGNC Symbol;Acc:HGNC:2707]	1.4388182	
ZNF572	zinc finger protein 572 [Source:HGNC Symbol;Acc:HGNC:26758]	1.4386044	
GAS1	growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]	1.4370779	
ZNF300	zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091]	1.4355867	
SLC29A3	solute carrier family 29 member 3 [Source:HGNC Symbol;Acc:HGNC:23096]	1.4287703	
CSTF2T	cleavage stimulation factor subunit 2 tau variant [Source:HGNC Symbol;Acc:HGNC:17086]	1.4279503	
CHST8	carbohydrate sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993]	1.4268804	
SVIL2P	supervillin family member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:44959]	1.422679	
GSC	goosecoid homeobox [Source:HGNC Symbol;Acc:HGNC:4612]	1.4225388	
PLBD1	phospholipase B domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26215]	1.4202377	
LBX2	ladybird homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15525]	1.418125	
JMY	junction mediating and regulatory protein, p53 cofactor [Source:HGNC Symbol;Acc:HGNC:28916]	1.4173038	
KLRA1P	killer cell lectin like receptor A1, pseudogene [Source:HGNC Symbol;Acc:HGNC:6372]	1.4134065	
ELANE	elastase, neutrophil expressed [Source:HGNC Symbol;Acc:HGNC:3309]	1.4100454	
DCSTAMP	dendrocyte expressed seven transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18549]	1.4097477	
ATP6V1E2	ATPase H+ transporting V1 subunit E2 [Source:HGNC Symbol;Acc:HGNC:18125]	1.4089411	
ACKR3	atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:23692]	1.4066347	
PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15882]	1.4059435	
C5	complement C5 [Source:HGNC Symbol;Acc:HGNC:1331]	1.4046044	
EVL	Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]	1.4036907	
HSD17B11	hydroxysteroid 17-beta dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]	1.4023908	
DACT1	dishevelled binding antagonist of beta catenin 1 [Source:HGNC Symbol;Acc:HGNC:17748]	1.4018161	
ZFP36L2	ZFP36 ring finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:1108]	1.3998649	
NINJ2	ninjurin 2 [Source:HGNC Symbol;Acc:HGNC:7825]	1.3993013	
CRLF1	cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]	1.3987308	
FAM131B	family with sequence similarity 131 member B [Source:HGNC Symbol;Acc:HGNC:22202]	1.3960704	
TUB	TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]	1.3943162	
DOK1	docking protein 1 [Source:HGNC Symbol;Acc:HGNC:2990]	1.3875906	
HOXC8	homeobox C8 [Source:HGNC Symbol;Acc:HGNC:5129]	1.3874134	
HOXD4	homeobox D4 [Source:HGNC Symbol;Acc:HGNC:5138]	1.385282	
PLXNA4	plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]	1.3840165	
ANKRD18EP	ankyrin repeat domain 18E, pseudogene [Source:HGNC Symbol;Acc:HGNC:43609]	1.3827713	
MID1IP1	MID1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20715]	1.3815687	
ACKR4	atypical chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:1611]	1.3811738	
MED13L	mediator complex subunit 13L [Source:HGNC Symbol;Acc:HGNC:22962]	1.380565	
MYOF	myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]	1.374672	
PAN2	poly(A) specific ribonuclease subunit PAN2 [Source:HGNC Symbol;Acc:HGNC:20074]	1.3706175	
SPON1	spondin 1 [Source:HGNC Symbol;Acc:HGNC:11252]	1.3656429	
N4BP2	NEDD4 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29851]	1.3620719	
WNT2	Wnt family member 2 [Source:HGNC Symbol;Acc:HGNC:12780]	1.3589333	
AKR1C2	aldo-keto reductase family 1 member C2 [Source:HGNC Symbol;Acc:HGNC:385]	1.3552607	
CREB3L2	cAMP responsive element binding protein 3 like 2 [Source:HGNC Symbol;Acc:HGNC:23720]	1.3542095	
ADGRA2	adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]	1.3535612	
GFRA1	GDNF family receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4243]	1.3519251	
ZC2HC1A	zinc finger C2HC-type containing 1A [Source:HGNC Symbol;Acc:HGNC:24277]	1.3517457	
LNP1	leukemia NUP98 fusion partner 1 [Source:HGNC Symbol;Acc:HGNC:28014]	1.350972	
PCDHB4	protocadherin beta 4 [Source:HGNC Symbol;Acc:HGNC:8689]	1.3495734	
HNMT	histamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:5028]	1.3466649	
PDE3A	phosphodiesterase 3A [Source:HGNC Symbol;Acc:HGNC:8778]	1.34626	
APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:HGNC Symbol;Acc:HGNC:18242]	1.3446896	
PCDHGB2	protocadherin gamma subfamily B, 2 [Source:HGNC Symbol;Acc:HGNC:8709]	1.3423793	
MYLIP	myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]	1.3390988	
NR1D1	nuclear receptor subfamily 1 group D member 1 [Source:HGNC Symbol;Acc:HGNC:7962]	1.3387793	
ZFP37	ZFP37 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12863]	1.3382447	
TBX18	T-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11595]	1.3379295	
C2orf88	chromosome 2 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:28191]	1.3369956	
CEBPD	CCAAT enhancer binding protein delta [Source:HGNC Symbol;Acc:HGNC:1835]	1.3356462	
NFATC4	nuclear factor of activated T cells 4 [Source:HGNC Symbol;Acc:HGNC:7778]	1.3340183	
RAB39B	RAB39B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16499]	1.3338946	
PRX	periaxin [Source:HGNC Symbol;Acc:HGNC:13797]	1.3324059	
GGT5	gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260]	1.3319904	
ADAM33	ADAM metallopeptidase domain 33 [Source:HGNC Symbol;Acc:HGNC:15478]	1.3263965	
DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2 [Source:HGNC Symbol;Acc:HGNC:3093]	1.3255316	
CCDC8	coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367]	1.32474	
PHACTR2	phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956]	1.3240621	
ABHD14B	abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]	1.3225394	
TRIM59	tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]	1.3225193	
STAG1	stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]	1.3170271	
SNTB1	syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168]	1.313728	
KCNJ8	potassium inwardly rectifying channel subfamily J member 8 [Source:HGNC Symbol;Acc:HGNC:6269]	1.3097492	
OAF	out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]	1.308379	
POM121L9P	POM121 transmembrane nucleoporin like 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:30080]	1.3072473	
IRX3	iroquois homeobox 3 [Source:HGNC Symbol;Acc:HGNC:14360]	1.3062658	
CACNA1C	calcium voltage-gated channel subunit alpha1 C [Source:HGNC Symbol;Acc:HGNC:1390]	1.3039566	
MEOX2	mesenchyme homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7014]	1.3038296	
RNASEL	ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050]	1.3020239	
FXYD6	FXYD domain containing ion transport regulator 6 [Source:HGNC Symbol;Acc:HGNC:4030]	1.3016363	
KITLG	KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343]	1.3016225	
GUSB	glucuronidase beta [Source:HGNC Symbol;Acc:HGNC:4696]	1.3014143	
ETV1	ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]	1.299923	
PLXND1	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]	1.2985291	
IFITM10	interferon induced transmembrane protein 10 [Source:HGNC Symbol;Acc:HGNC:40022]	1.2968106	
BICC1	BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351]	1.2967143	
RASL12	RAS like family 12 [Source:HGNC Symbol;Acc:HGNC:30289]	1.295953	
LGMN	legumain [Source:HGNC Symbol;Acc:HGNC:9472]	1.2914741	
IFI16	interferon gamma inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395]	1.2908157	
LETMD1	LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241]	1.2869239	
SESTD1	SEC14 and spectrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18379]	1.2868309	
LHX8	LIM homeobox 8 [Source:HGNC Symbol;Acc:HGNC:28838]	1.2859317	
RXRA	retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]	1.2859317	
RPLP0P12	ribosomal protein lateral stalk subunit P0 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:55907]	1.2858664	
MMP2	matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]	1.2852399	
ZNF512	zinc finger protein 512 [Source:HGNC Symbol;Acc:HGNC:29380]	1.281247	
IER5L	immediate early response 5 like [Source:HGNC Symbol;Acc:HGNC:23679]	1.2796446	
CMYA5	cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:HGNC:14305]	1.2788175	
CNOT6L	CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:18042]	1.2759879	
CHST6	carbohydrate sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:6938]	1.2753234	
ZNF385D	zinc finger protein 385D [Source:HGNC Symbol;Acc:HGNC:26191]	1.2720132	
SMAD1	SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]	1.2715205	
TBX5	T-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11604]	1.2663877	
