NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_WNT_SIGNALING_PATHWAY	KEGG_WNT_SIGNALING_PATHWAY	Details ...	151	-0.34105793	-1.6098161	3.6062027E-4	0.055897363	0.6025	4031	tags=24%, list=10%, signal=26%	
KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION	Details ...	58	-0.39747828	-1.6000865	0.010529483	0.055512957	0.6276	6673	tags=48%, list=17%, signal=58%	
KEGG_ETHER_LIPID_METABOLISM	KEGG_ETHER_LIPID_METABOLISM	Details ...	33	-0.44726673	-1.584051	0.028528528	0.05782663	0.6674	1193	tags=18%, list=3%, signal=19%	
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	Details ...	44	-0.41542795	-1.5628047	0.022660388	0.06308049	0.7202	5464	tags=43%, list=14%, signal=50%	
KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM	Details ...	42	-0.39956483	-1.4921228	0.040164176	0.09355562	0.8628	5592	tags=31%, list=14%, signal=36%	
KEGG_NUCLEOTIDE_EXCISION_REPAIR	KEGG_NUCLEOTIDE_EXCISION_REPAIR	Details ...	44	-0.386651	-1.4482299	0.04621725	0.116357975	0.9225	6472	tags=50%, list=16%, signal=60%	
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	Details ...	41	-0.38710317	-1.4454275	0.05463528	0.11213774	0.9269	3677	tags=24%, list=9%, signal=27%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM	Details ...	159	-0.29942408	-1.4263761	0.013568023	0.120002136	0.9483	5060	tags=30%, list=13%, signal=34%	
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER		87	-0.32727295	-1.4121736	0.03387664	0.12412098	0.9595	3872	tags=28%, list=10%, signal=31%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS		113	-0.30844164	-1.401902	0.029371584	0.12589161	0.967	4619	tags=32%, list=12%, signal=36%	
KEGG_ONE_CARBON_POOL_BY_FOLATE	KEGG_ONE_CARBON_POOL_BY_FOLATE		17	-0.4471842	-1.33535	0.13119864	0.17657705	0.9941	6406	tags=53%, list=16%, signal=63%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		28	-0.38621855	-1.3131788	0.1319564	0.19128871	0.9973	5038	tags=36%, list=13%, signal=41%	
KEGG_PROPANOATE_METABOLISM	KEGG_PROPANOATE_METABOLISM		32	-0.36451057	-1.295423	0.13647851	0.2026991	0.9988	5464	tags=31%, list=14%, signal=36%	
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION		21	-0.4030682	-1.2854384	0.1602038	0.20572227	0.9995	3411	tags=33%, list=9%, signal=36%	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM		98	-0.2886773	-1.2831165	0.082187295	0.20061003	0.9995	3710	tags=22%, list=9%, signal=25%	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY		90	-0.2954786	-1.2816339	0.089422755	0.19494979	0.9996	3816	tags=27%, list=10%, signal=29%	
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS		16	-0.4325888	-1.2741048	0.1836848	0.19621009	0.9997	3870	tags=38%, list=10%, signal=42%	
KEGG_RIBOSOME	KEGG_RIBOSOME		88	-0.29164124	-1.2665026	0.10016103	0.19762635	0.9998	8257	tags=51%, list=21%, signal=64%	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY		56	-0.30719146	-1.2194104	0.16455697	0.24488218	0.9998	1673	tags=14%, list=4%, signal=15%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		48	-0.31453025	-1.2123883	0.18141462	0.24611045	0.9999	2550	tags=19%, list=6%, signal=20%	
KEGG_NITROGEN_METABOLISM	KEGG_NITROGEN_METABOLISM		23	-0.36269256	-1.1754178	0.25199318	0.28731006	1.0	2224	tags=26%, list=6%, signal=28%	
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM		58	-0.2872806	-1.1510676	0.22737037	0.3136314	1.0	1355	tags=12%, list=3%, signal=12%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM		31	-0.327305	-1.1470381	0.26328078	0.3105076	1.0	4212	tags=29%, list=11%, signal=32%	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM		24	-0.35001475	-1.1428598	0.2777146	0.30783826	1.0	2683	tags=25%, list=7%, signal=27%	
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS		16	-0.38144737	-1.1147897	0.3211719	0.34163138	1.0	379	tags=13%, list=1%, signal=13%	
KEGG_TRYPTOPHAN_METABOLISM	KEGG_TRYPTOPHAN_METABOLISM		40	-0.29002434	-1.0687561	0.3520761	0.40990087	1.0	5681	tags=30%, list=14%, signal=35%	
KEGG_PPAR_SIGNALING_PATHWAY	KEGG_PPAR_SIGNALING_PATHWAY		69	-0.2523405	-1.0448905	0.37839526	0.44311905	1.0	5592	tags=25%, list=14%, signal=29%	
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM		19	-0.3393777	-1.0427946	0.39184693	0.43591964	1.0	466	tags=11%, list=1%, signal=11%	
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM		32	-0.2929524	-1.0314841	0.39200962	0.4457343	1.0	4805	tags=31%, list=12%, signal=36%	
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM		34	-0.27271318	-0.9696135	0.50142854	0.55517435	1.0	4796	tags=24%, list=12%, signal=27%	
KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM		22	-0.29673207	-0.9435149	0.5325157	0.5949665	1.0	3455	tags=18%, list=9%, signal=20%	
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	KEGG_DRUG_METABOLISM_OTHER_ENZYMES		49	-0.23425433	-0.90282625	0.62033695	0.66235304	1.0	4455	tags=18%, list=11%, signal=21%	
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS		24	-0.27211213	-0.887429	0.6179354	0.6773946	1.0	4680	tags=29%, list=12%, signal=33%	
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM		23	-0.24185427	-0.78052825	0.78085715	0.83626825	1.0	1697	tags=9%, list=4%, signal=9%	
