NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	Details ...	75	0.5334276	2.062461	0.0	1.9541894E-4	0.0032	7737	tags=51%, list=20%, signal=63%	
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION	Details ...	132	0.4839403	2.0621808	0.0	1.8513373E-4	0.0032	6876	tags=50%, list=17%, signal=60%	
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	Details ...	130	0.48627707	2.0560193	0.0	1.7587704E-4	0.0032	8437	tags=52%, list=21%, signal=66%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		166	0.46382242	2.0446422	0.0	2.2509434E-4	0.0043	7289	tags=46%, list=18%, signal=56%	
KEGG_VIBRIO_CHOLERAE_INFECTION	KEGG_VIBRIO_CHOLERAE_INFECTION		54	0.54617	2.001337	2.9944602E-4	4.7356228E-4	0.0095	5548	tags=48%, list=14%, signal=56%	
KEGG_GLIOMA	KEGG_GLIOMA		65	0.52504957	1.9780958	0.0	6.205051E-4	0.013	4213	tags=42%, list=11%, signal=46%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY		107	0.47998828	1.9728203	0.0	6.275417E-4	0.0137	7243	tags=47%, list=18%, signal=57%	
KEGG_NON_SMALL_CELL_LUNG_CANCER	KEGG_NON_SMALL_CELL_LUNG_CANCER		53	0.5420489	1.9636705	0.0	6.899164E-4	0.0157	4089	tags=38%, list=10%, signal=42%	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON		211	0.43525648	1.9630917	0.0	6.674105E-4	0.0158	6329	tags=40%, list=16%, signal=48%	
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY		136	0.454155	1.9374769	0.0	0.0011173061	0.027	7209	tags=39%, list=18%, signal=47%	
KEGG_STEROID_BIOSYNTHESIS	KEGG_STEROID_BIOSYNTHESIS		17	0.6888499	1.9207792	4.731861E-4	0.0013085179	0.0327	5039	tags=47%, list=13%, signal=54%	
KEGG_LYSOSOME	KEGG_LYSOSOME		121	0.4511812	1.8926853	0.0	0.0018321469	0.0469	6511	tags=45%, list=16%, signal=53%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		181	0.42730117	1.8876208	0.0	0.00190009	0.0503	7085	tags=42%, list=18%, signal=51%	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES		26	0.606979	1.8786929	0.0010664229	0.0020616313	0.0566	7416	tags=46%, list=19%, signal=57%	
KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE		128	0.43427032	1.8388609	0.0	0.0033882277	0.0955	4504	tags=39%, list=11%, signal=44%	
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS		52	0.49484015	1.782442	0.0022238696	0.006480268	0.1788	5343	tags=38%, list=14%, signal=44%	
KEGG_CHEMOKINE_SIGNALING_PATHWAY	KEGG_CHEMOKINE_SIGNALING_PATHWAY		177	0.4006785	1.7740278	0.0	0.006939461	0.1956	7737	tags=40%, list=20%, signal=49%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS		134	0.41660687	1.772867	0.0	0.006837809	0.1983	6423	tags=34%, list=16%, signal=40%	
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION		199	0.3945244	1.7727277	0.0	0.0066574146	0.1985	6290	tags=40%, list=16%, signal=47%	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY		132	0.41796735	1.7711575	1.3900473E-4	0.0065809856	0.2012	7696	tags=39%, list=19%, signal=48%	
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION		42	0.5083788	1.7635926	0.0016638935	0.006940073	0.2162	8874	tags=50%, list=22%, signal=64%	
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION		70	0.46100587	1.7612835	4.3891734E-4	0.0069657075	0.2221	7243	tags=47%, list=18%, signal=58%	
KEGG_CARDIAC_MUSCLE_CONTRACTION	KEGG_CARDIAC_MUSCLE_CONTRACTION		79	0.45092514	1.7541299	0.0010169984	0.0073441556	0.2379	9621	tags=53%, list=24%, signal=70%	
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY		74	0.45352194	1.7487873	0.0010382676	0.0075674113	0.2498	7243	tags=47%, list=18%, signal=58%	
KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION		35	0.52086633	1.7318743	0.0044369646	0.008889669	0.291	8193	tags=51%, list=21%, signal=65%	
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM		16	0.6318129	1.7317051	0.0059993686	0.008695659	0.2914	5601	tags=56%, list=14%, signal=65%	
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER		322	0.36408624	1.720852	0.0	0.009602183	0.3206	6307	tags=37%, list=16%, signal=44%	
KEGG_INOSITOL_PHOSPHATE_METABOLISM	KEGG_INOSITOL_PHOSPHATE_METABOLISM		53	0.47465754	1.7192203	0.003528374	0.009575029	0.3258	4584	tags=38%, list=12%, signal=43%	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION		81	0.4363699	1.716261	0.001174743	0.009712353	0.335	6570	tags=40%, list=17%, signal=47%	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS		41	0.49909455	1.7108322	0.004383313	0.010013158	0.3495	7961	tags=49%, list=20%, signal=61%	
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS		68	0.44939438	1.7100378	0.0022071807	0.009894533	0.3521	7319	tags=47%, list=18%, signal=58%	
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER		69	0.4481199	1.709318	0.002647448	0.009768179	0.354	5343	tags=38%, list=14%, signal=43%	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY		69	0.44657406	1.7061763	0.0020503807	0.009862363	0.3622	4840	tags=30%, list=12%, signal=35%	
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY		68	0.4424396	1.6872582	0.003406398	0.011934565	0.4275	5960	tags=37%, list=15%, signal=43%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE		22	0.564069	1.6793009	0.0102214655	0.012640982	0.4508	5078	tags=41%, list=13%, signal=47%	
KEGG_TYROSINE_METABOLISM	KEGG_TYROSINE_METABOLISM		42	0.48548257	1.6758713	0.009596641	0.012835496	0.4629	6102	tags=43%, list=15%, signal=51%	
KEGG_O_GLYCAN_BIOSYNTHESIS	KEGG_O_GLYCAN_BIOSYNTHESIS		30	0.5189256	1.6713516	0.008155101	0.013219693	0.4805	5518	tags=53%, list=14%, signal=62%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		26	0.52870727	1.6480132	0.013127051	0.016321212	0.563	11440	tags=62%, list=29%, signal=87%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		44	0.47295552	1.6458211	0.01023788	0.016360123	0.5702	8845	tags=43%, list=22%, signal=56%	
KEGG_GRAFT_VERSUS_HOST_DISEASE	KEGG_GRAFT_VERSUS_HOST_DISEASE		37	0.4871803	1.6424246	0.010329941	0.016601402	0.5809	7961	tags=49%, list=20%, signal=61%	
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM		77	0.41785493	1.6262673	0.0054164836	0.019172827	0.6386	6082	tags=42%, list=15%, signal=49%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION		73	0.41691297	1.6098228	0.0068168347	0.021872241	0.692	5017	tags=37%, list=13%, signal=42%	
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY		79	0.41089332	1.6033032	0.006198645	0.02296183	0.7168	12160	tags=58%, list=31%, signal=84%	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES		15	0.59524333	1.598607	0.02503129	0.023631576	0.7321	2866	tags=40%, list=7%, signal=43%	
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC		74	0.41201144	1.5967294	0.0062273713	0.02367008	0.7378	4952	tags=35%, list=13%, signal=40%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE		26	0.51535326	1.5928264	0.022397282	0.02414023	0.7504	5111	tags=54%, list=13%, signal=62%	
KEGG_MELANOMA	KEGG_MELANOMA		71	0.4154832	1.5904136	0.007150153	0.024254635	0.7576	4557	tags=31%, list=12%, signal=35%	
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY		76	0.4063163	1.5740157	0.009666081	0.027649675	0.8053	4305	tags=32%, list=11%, signal=35%	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS		94	0.3902097	1.5645896	0.008497767	0.029558051	0.8312	5629	tags=41%, list=14%, signal=48%	
KEGG_PROTEIN_EXPORT	KEGG_PROTEIN_EXPORT		24	0.5118463	1.5415287	0.03179235	0.035367355	0.8844	4525	tags=33%, list=11%, signal=38%	
KEGG_PHENYLALANINE_METABOLISM	KEGG_PHENYLALANINE_METABOLISM		18	0.5423797	1.5400426	0.03656279	0.035313867	0.8878	4148	tags=44%, list=10%, signal=50%	
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION		254	0.32570186	1.5063155	0.0015606711	0.046164505	0.9444	8816	tags=38%, list=22%, signal=49%	
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS		62	0.39927295	1.4986098	0.022016732	0.048576187	0.9553	6441	tags=40%, list=16%, signal=48%	
KEGG_OLFACTORY_TRANSDUCTION	KEGG_OLFACTORY_TRANSDUCTION		361	0.3132645	1.4966658	0.0011187072	0.048742138	0.958	21200	tags=77%, list=54%, signal=164%	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY		50	0.41579512	1.4826915	0.030773873	0.053672165	0.9723	7724	tags=36%, list=20%, signal=45%	
KEGG_AUTOIMMUNE_THYROID_DISEASE	KEGG_AUTOIMMUNE_THYROID_DISEASE		50	0.41386533	1.4811351	0.033731345	0.05363578	0.9735	8193	tags=40%, list=21%, signal=50%	
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES		69	0.3882144	1.4735136	0.025954874	0.056251034	0.9789	5252	tags=33%, list=13%, signal=38%	
KEGG_MTOR_SIGNALING_PATHWAY	KEGG_MTOR_SIGNALING_PATHWAY		52	0.4057726	1.4697838	0.032291822	0.05710915	0.9813	3622	tags=27%, list=9%, signal=30%	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM		39	0.42786586	1.4535725	0.047006585	0.06392336	0.9893	7035	tags=41%, list=18%, signal=50%	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS		110	0.34528977	1.4272138	0.022861982	0.076811925	0.9961	7588	tags=35%, list=19%, signal=44%	
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA		56	0.38913453	1.4250591	0.043523937	0.077097565	0.9961	4075	tags=32%, list=10%, signal=36%	
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT		37	0.41674665	1.4003929	0.07209125	0.091177985	0.9988	6679	tags=35%, list=17%, signal=42%	
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION		266	0.30016956	1.3960837	0.009342156	0.09281088	0.9991	13351	tags=53%, list=34%, signal=79%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		46	0.39630157	1.3944758	0.06836582	0.09274913	0.9992	5961	tags=33%, list=15%, signal=38%	
KEGG_RIBOFLAVIN_METABOLISM	KEGG_RIBOFLAVIN_METABOLISM		16	0.5094927	1.3910369	0.099891424	0.09389885	0.9995	6323	tags=63%, list=16%, signal=74%	
KEGG_CALCIUM_SIGNALING_PATHWAY	KEGG_CALCIUM_SIGNALING_PATHWAY		178	0.31265998	1.3765272	0.025091056	0.10267173	0.9999	4977	tags=24%, list=13%, signal=28%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		39	0.40244403	1.3712747	0.077319585	0.10527857	1.0	6438	tags=41%, list=16%, signal=49%	
KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION		89	0.3405786	1.3589944	0.054529842	0.1130526	1.0	4131	tags=26%, list=10%, signal=29%	
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION		46	0.38273373	1.3515897	0.091332436	0.117397636	1.0	8588	tags=46%, list=22%, signal=58%	
KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM		39	0.3921774	1.3357782	0.10452323	0.12880726	1.0	6424	tags=36%, list=16%, signal=43%	
KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_CITRATE_CYCLE_TCA_CYCLE		31	0.40934584	1.332444	0.11323935	0.13012733	1.0	6766	tags=39%, list=17%, signal=47%	
KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION		70	0.3472327	1.32959	0.07730455	0.13110389	1.0	4016	tags=26%, list=10%, signal=29%	
KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY		27	0.4231963	1.3224326	0.1257852	0.13571358	1.0	10406	tags=52%, list=26%, signal=70%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE		15	0.48878893	1.3196733	0.14198878	0.1366392	1.0	5138	tags=47%, list=13%, signal=54%	
KEGG_PEROXISOME	KEGG_PEROXISOME		77	0.3403692	1.316382	0.08587702	0.1380461	1.0	9726	tags=43%, list=25%, signal=57%	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG		24	0.42926738	1.3032904	0.13980822	0.148179	1.0	13740	tags=67%, list=35%, signal=102%	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM		83	0.33012167	1.2981985	0.09424618	0.15150928	1.0	4336	tags=25%, list=11%, signal=28%	
KEGG_ABC_TRANSPORTERS	KEGG_ABC_TRANSPORTERS		44	0.37265813	1.2959384	0.119155355	0.15196224	1.0	5509	tags=34%, list=14%, signal=40%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE		85	0.32744986	1.2896308	0.0931499	0.15642786	1.0	11766	tags=58%, list=30%, signal=82%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		22	0.4312384	1.2795454	0.15962657	0.16446333	1.0	4243	tags=27%, list=11%, signal=31%	
KEGG_REGULATION_OF_AUTOPHAGY	KEGG_REGULATION_OF_AUTOPHAGY		35	0.38298136	1.2725964	0.15440841	0.16975497	1.0	7361	tags=31%, list=19%, signal=39%	
KEGG_OTHER_GLYCAN_DEGRADATION	KEGG_OTHER_GLYCAN_DEGRADATION		16	0.45938092	1.258572	0.18351768	0.18238612	1.0	10530	tags=44%, list=27%, signal=60%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER		62	0.33688182	1.2575618	0.13398694	0.18163276	1.0	5343	tags=34%, list=14%, signal=39%	
KEGG_PRIMARY_IMMUNODEFICIENCY	KEGG_PRIMARY_IMMUNODEFICIENCY		34	0.37545067	1.2366965	0.18027262	0.20278051	1.0	13110	tags=56%, list=33%, signal=83%	
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION		70	0.32313812	1.2351617	0.1533137	0.20260215	1.0	6283	tags=31%, list=16%, signal=37%	
KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM		62	0.33094093	1.2348136	0.15324368	0.2010056	1.0	7175	tags=32%, list=18%, signal=39%	
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES		34	0.37059984	1.2263829	0.19146992	0.20853676	1.0	6661	tags=38%, list=17%, signal=46%	
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY		154	0.2804617	1.2162645	0.119067326	0.21839675	1.0	7786	tags=33%, list=20%, signal=41%	
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY		101	0.2969601	1.212218	0.1541396	0.22107722	1.0	3465	tags=21%, list=9%, signal=23%	
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION		44	0.34250697	1.1979177	0.20217752	0.23634078	1.0	5375	tags=32%, list=14%, signal=37%	
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER		42	0.34715605	1.1972421	0.20842136	0.23497757	1.0	4406	tags=29%, list=11%, signal=32%	
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450		67	0.312728	1.1859441	0.20064677	0.24735701	1.0	6400	tags=31%, list=16%, signal=37%	
KEGG_GLUTATHIONE_METABOLISM	KEGG_GLUTATHIONE_METABOLISM		49	0.3256103	1.1621248	0.24309392	0.27710205	1.0	4267	tags=31%, list=11%, signal=34%	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION		85	0.28845376	1.14339	0.23764093	0.30108842	1.0	4750	tags=25%, list=12%, signal=28%	
KEGG_RNA_POLYMERASE	KEGG_RNA_POLYMERASE		29	0.36077222	1.1412627	0.28599787	0.30156785	1.0	8604	tags=41%, list=22%, signal=53%	
KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER		52	0.30795556	1.1172624	0.28597096	0.33470082	1.0	6270	tags=33%, list=16%, signal=39%	
KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_SELENOAMINO_ACID_METABOLISM		26	0.35932672	1.1132071	0.31840643	0.33796155	1.0	9096	tags=50%, list=23%, signal=65%	
KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS		47	0.31350842	1.1118941	0.30772728	0.33703506	1.0	9647	tags=47%, list=24%, signal=62%	
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY		66	0.28819665	1.0948358	0.31735733	0.3607174	1.0	4750	tags=24%, list=12%, signal=28%	
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	KEGG_DRUG_METABOLISM_CYTOCHROME_P450		69	0.2857936	1.0897866	0.3210712	0.36592755	1.0	6025	tags=28%, list=15%, signal=32%	
KEGG_BASAL_TRANSCRIPTION_FACTORS	KEGG_BASAL_TRANSCRIPTION_FACTORS		33	0.3296806	1.0774155	0.36646155	0.38274547	1.0	4588	tags=27%, list=12%, signal=31%	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION		24	0.35415944	1.0735877	0.36441982	0.38584048	1.0	6244	tags=33%, list=16%, signal=40%	
KEGG_ASTHMA	KEGG_ASTHMA		28	0.34229353	1.0720946	0.3734497	0.3850491	1.0	13930	tags=64%, list=35%, signal=99%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY		47	0.30214903	1.069883	0.3573234	0.38563564	1.0	6849	tags=32%, list=17%, signal=39%	
KEGG_LINOLEIC_ACID_METABOLISM	KEGG_LINOLEIC_ACID_METABOLISM		29	0.3237293	1.0309293	0.41882715	0.44759646	1.0	11526	tags=59%, list=29%, signal=83%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM		54	0.2791259	1.0146272	0.44381687	0.4727467	1.0	12091	tags=50%, list=31%, signal=72%	
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		115	0.24439843	1.0139234	0.43825838	0.47016674	1.0	8757	tags=33%, list=22%, signal=42%	
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM		50	0.27654794	0.9887436	0.48443842	0.5110753	1.0	12490	tags=50%, list=32%, signal=73%	
KEGG_HISTIDINE_METABOLISM	KEGG_HISTIDINE_METABOLISM		29	0.31005472	0.9834523	0.49032554	0.51657003	1.0	9623	tags=48%, list=24%, signal=64%	
KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS		52	0.26571098	0.9570964	0.53709245	0.560109	1.0	7669	tags=35%, list=19%, signal=43%	
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION		23	0.3190259	0.95533586	0.52715605	0.55891335	1.0	8874	tags=43%, list=22%, signal=56%	
KEGG_TASTE_TRANSDUCTION	KEGG_TASTE_TRANSDUCTION		51	0.26541084	0.95395523	0.5392216	0.55708474	1.0	12660	tags=47%, list=32%, signal=69%	
