NAME	TITLE	SCORE	
PSTPIP2	proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]	1.965416	
NCS1	neuronal calcium sensor 1 [Source:HGNC Symbol;Acc:HGNC:3953]	1.9640547	
BAIAP2L1	BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]	1.9332148	
TMEM184A	transmembrane protein 184A [Source:HGNC Symbol;Acc:HGNC:28797]	1.932616	
SPP1	secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]	1.889338	
LIMASI	novel transcript, antisense to MRPL4 and ICAM1	1.8880115	
LZTS3	leucine zipper tumor suppressor family member 3 [Source:HGNC Symbol;Acc:HGNC:30139]	1.8755865	
PDE5A	phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784]	1.8736746	
DUSP1	dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]	1.8659759	
NR2F1-AS1	NR2F1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48622]	1.8631995	
SGK1	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	1.8561078	
ICAM4-AS1	ICAM4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55990]	1.8410085	
TMCC2	transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]	1.8406321	
RASSF7	Ras association domain family member 7 [Source:HGNC Symbol;Acc:HGNC:1166]	1.8328483	
PIM2	Pim-2 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8987]	1.8128651	
PDLIM5	PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]	1.8117706	
PON2	paraoxonase 2 [Source:HGNC Symbol;Acc:HGNC:9205]	1.8052593	
FBLIM1	filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]	1.7990495	
NT5DC1	5'-nucleotidase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21556]	1.7893881	
SYT1	synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509]	1.7732205	
NR2F1	nuclear receptor subfamily 2 group F member 1 [Source:HGNC Symbol;Acc:HGNC:7975]	1.7685043	
FSTL3	follistatin like 3 [Source:HGNC Symbol;Acc:HGNC:3973]	1.7664458	
CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6 [Source:HGNC Symbol;Acc:HGNC:13625]	1.7649401	
MICALL1	MICAL like 1 [Source:HGNC Symbol;Acc:HGNC:29804]	1.7610813	
UBE2R2-AS1	UBE2R2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49911]	1.7585614	
SLC45A3	solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]	1.7541561	
GATA6	GATA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:4174]	1.7509464	
GSDME	gasdermin E [Source:HGNC Symbol;Acc:HGNC:2810]	1.747372	
PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786]	1.7413045	
USB1	U6 snRNA biogenesis phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:25792]	1.7406638	
BCR	BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]	1.7304158	
PPP1R12C	protein phosphatase 1 regulatory subunit 12C [Source:HGNC Symbol;Acc:HGNC:14947]	1.7290151	
C3orf52	chromosome 3 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:26255]	1.7193209	
ICAM1	intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]	1.7167134	
SHC3	SHC adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:18181]	1.7119107	
CDIP1	cell death inducing p53 target 1 [Source:HGNC Symbol;Acc:HGNC:13234]	1.7075378	
WT1-AS	WT1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:18135]	1.7071943	
CACNG8	calcium voltage-gated channel auxiliary subunit gamma 8 [Source:HGNC Symbol;Acc:HGNC:13628]	1.7033583	
NFE2L3	NFE2 like bZIP transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:7783]	1.691953	
DAW1	dynein assembly factor with WD repeats 1 [Source:HGNC Symbol;Acc:HGNC:26383]	1.6832609	
EVI5	ecotropic viral integration site 5 [Source:HGNC Symbol;Acc:HGNC:3501]	1.6779809	
RARB	retinoic acid receptor beta [Source:HGNC Symbol;Acc:HGNC:9865]	1.6723863	
TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]	1.6657401	
OTUB2	OTU deubiquitinase, ubiquitin aldehyde binding 2 [Source:HGNC Symbol;Acc:HGNC:20351]	1.6620554	
MAFK	MAF bZIP transcription factor K [Source:HGNC Symbol;Acc:HGNC:6782]	1.6606449	
WDR1	WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]	1.6539978	
P2RX5	purinergic receptor P2X 5 [Source:HGNC Symbol;Acc:HGNC:8536]	1.6445842	
FOXF1	forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809]	1.6292979	
MAP3K11	mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:HGNC:6850]	1.6209223	
EGFL7	EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594]	1.6139934	
EPHA2	EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]	1.6079645	
PICK1	protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:HGNC:9394]	1.6024466	
EFNA5	ephrin A5 [Source:HGNC Symbol;Acc:HGNC:3225]	1.5976219	
PRSS3	serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]	1.5940491	
TFPI	tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]	1.5923738	
SENCR	smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA [Source:HGNC Symbol;Acc:HGNC:44177]	1.5918615	
SYNGR2	synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]	1.5906243	
OSTM1	osteoclastogenesis associated transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:21652]	1.5881596	
GPR37	G protein-coupled receptor 37 [Source:HGNC Symbol;Acc:HGNC:4494]	1.5845432	
STXBP2	syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]	1.5840552	
ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745]	1.5838256	
DAPK3	death associated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:2676]	1.574308	
AKIRIN1	akirin 1 [Source:HGNC Symbol;Acc:HGNC:25744]	1.5725733	
SHB	SH2 domain containing adaptor protein B [Source:HGNC Symbol;Acc:HGNC:10838]	1.5715667	
RPL13AP20	ribosomal protein L13a pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:35709]	1.5677406	
UBAP1	ubiquitin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:12461]	1.5664676	
RGS20	regulator of G protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]	1.5663159	
FENDRR	FOXF1 adjacent non-coding developmental regulatory RNA [Source:HGNC Symbol;Acc:HGNC:43894]	1.5610881	
DCBLD1	discoidin, CUB and LCCL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21479]	1.5566257	
TIGAR	TP53 induced glycolysis regulatory phosphatase [Source:HGNC Symbol;Acc:HGNC:1185]	1.5493579	
PGP	phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909]	1.5462188	
DDR1	discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:2730]	1.5360247	
LRRC1	leucine rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14307]	1.5262535	
CPNE7	copine 7 [Source:HGNC Symbol;Acc:HGNC:2320]	1.5259745	
RHOF	ras homolog family member F, filopodia associated [Source:HGNC Symbol;Acc:HGNC:15703]	1.5248711	
CALCRL-AS1	CALCRL and TFPI antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55863]	1.5202041	
TTLL7	tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]	1.5116445	
ATG4A	autophagy related 4A cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16489]	1.5105062	
LINC01357	long intergenic non-protein coding RNA 1357 [Source:HGNC Symbol;Acc:HGNC:50588]	1.509736	
MGAT4B	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:7048]	1.5055698	
WT1	WT1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12796]	1.5014278	
FAM199X	family with sequence similarity 199, X-linked [Source:HGNC Symbol;Acc:HGNC:25195]	1.5003426	
NAV2-AS6	NAV2 antisense RNA 6 [Source:HGNC Symbol;Acc:HGNC:55264]	1.4999651	
ST3GAL6-AS1	ST3GAL6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40828]	1.4949623	
IQCK	IQ motif containing K [Source:HGNC Symbol;Acc:HGNC:28556]	1.4874839	
KLF5	KLF transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]	1.4872453	
LINC01356	long intergenic non-protein coding RNA 1356 [Source:HGNC Symbol;Acc:HGNC:50587]	1.4845139	
TMEM41A	transmembrane protein 41A [Source:HGNC Symbol;Acc:HGNC:30544]	1.4830347	
MYEF2	myelin expression factor 2 [Source:HGNC Symbol;Acc:HGNC:17940]	1.4805313	
SEMA4B	semaphorin 4B [Source:HGNC Symbol;Acc:HGNC:10730]	1.478232	
EXOC6B	exocyst complex component 6B [Source:HGNC Symbol;Acc:HGNC:17085]	1.477745	
ZNF702P	zinc finger protein 702, pseudogene [Source:HGNC Symbol;Acc:HGNC:25775]	1.4753597	
MARCHF3	membrane associated ring-CH-type finger 3 [Source:HGNC Symbol;Acc:HGNC:28728]	1.4737343	
TMEM102	transmembrane protein 102 [Source:HGNC Symbol;Acc:HGNC:26722]	1.4695959	
DNAJC5	DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]	1.4650968	
KCNC4	potassium voltage-gated channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:6236]	1.4635026	
RAP1GAP2	RAP1 GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:29176]	1.4631208	
ZNF467	zinc finger protein 467 [Source:HGNC Symbol;Acc:HGNC:23154]	1.46018	
PGM2	phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906]	1.4593282	
ADGRF4	adhesion G protein-coupled receptor F4 [Source:HGNC Symbol;Acc:HGNC:19011]	1.450473	
PVR	PVR cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:9705]	1.4501678	
PTK2	protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]	1.4477723	
PHLDA2	pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]	1.446298	
TNFRSF10B	TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905]	1.4407614	
HIP1R	huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415]	1.4405649	
COL4A5	collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207]	1.4398742	
PISD	phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:HGNC:8999]	1.4386117	
COL4A6	collagen type IV alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:2208]	1.43777	
ATP6V1H	ATPase H+ transporting V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303]	1.4360358	
PSEN2	presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]	1.432388	
ATOSB	atos homolog B [Source:HGNC Symbol;Acc:HGNC:25666]	1.4305098	
MFSD3	major facilitator superfamily domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25157]	1.4270213	
TMEM213	transmembrane protein 213 [Source:HGNC Symbol;Acc:HGNC:27220]	1.4207461	
CDK5R2	cyclin dependent kinase 5 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:1776]	1.4188358	
MGARP	mitochondria localized glutamic acid rich protein [Source:HGNC Symbol;Acc:HGNC:29969]	1.4178226	
DGKG	diacylglycerol kinase gamma [Source:HGNC Symbol;Acc:HGNC:2853]	1.4173054	
MICB	MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]	1.4165512	
MCTP2	multiple C2 and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25636]	1.4146967	
STAMBP	STAM binding protein [Source:HGNC Symbol;Acc:HGNC:16950]	1.4092975	
DUSP8	dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]	1.4049282	
EZR	ezrin [Source:HGNC Symbol;Acc:HGNC:12691]	1.404717	
CCDC85C	coiled-coil domain containing 85C [Source:HGNC Symbol;Acc:HGNC:35459]	1.4031547	
MAP3K9	mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]	1.4022517	
PNKD	PNKD metallo-beta-lactamase domain containing [Source:HGNC Symbol;Acc:HGNC:9153]	1.4019175	
SCARB1	scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]	1.397067	
EXOC6	exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]	1.3969941	
SLC24A5	solute carrier family 24 member 5 [Source:HGNC Symbol;Acc:HGNC:20611]	1.3969687	
RFLNA	refilin A [Source:HGNC Symbol;Acc:HGNC:27051]	1.3957042	
APBB2	amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]	1.3938961	
SPTBN1	spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]	1.3929986	
EZR-AS1	EZR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40609]	1.3918725	
CD200	CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]	1.3901398	
HTR7	5-hydroxytryptamine receptor 7 [Source:HGNC Symbol;Acc:HGNC:5302]	1.3883498	
MLLT3	MLLT3 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7136]	1.3882585	
WSB2	WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222]	1.3881181	
BTN2A2	butyrophilin subfamily 2 member A2 [Source:HGNC Symbol;Acc:HGNC:1137]	1.3865491	
CD74	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	1.3860213	
YRDC	yrdC N6-threonylcarbamoyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:28905]	1.3852437	
ARL8A	ADP ribosylation factor like GTPase 8A [Source:HGNC Symbol;Acc:HGNC:25192]	1.3812604	
PACSIN2	protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:HGNC:8571]	1.3811411	
ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18080]	1.3802485	
ITGA3	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	1.3789537	
TNIK	TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:HGNC:30765]	1.3778104	
REEP2	receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:17975]	1.3771629	
DBNDD1	dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]	1.3749983	
BTBD3	BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15854]	1.3715016	
SP100	SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]	1.3696157	
HYI	hydroxypyruvate isomerase (putative) [Source:HGNC Symbol;Acc:HGNC:26948]	1.3675139	
QSOX1	quiescin sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:HGNC:9756]	1.365021	
POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]	1.3648156	
OPTN	optineurin [Source:HGNC Symbol;Acc:HGNC:17142]	1.3644128	
ARHGAP45	Rho GTPase activating protein 45 [Source:HGNC Symbol;Acc:HGNC:17102]	1.3642792	
TRIM62	tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]	1.3635747	
PGAP6	post-GPI attachment to proteins 6 [Source:HGNC Symbol;Acc:HGNC:17205]	1.3624351	
PAK4	p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059]	1.3614864	
PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein [Source:HGNC Symbol;Acc:HGNC:16865]	1.3604503	
EIF5A2	eukaryotic translation initiation factor 5A2 [Source:HGNC Symbol;Acc:HGNC:3301]	1.3597214	
TNFAIP3	TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]	1.3585606	
AMIGO2	adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]	1.3571434	
BCAR3	BCAR3 adaptor protein, NSP family member [Source:HGNC Symbol;Acc:HGNC:973]	1.3554476	
SLC2A8	solute carrier family 2 member 8 [Source:HGNC Symbol;Acc:HGNC:13812]	1.3541102	
GPRC5B	G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308]	1.3521894	
FNDC4	fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239]	1.3521651	
SH3RF2	SH3 domain containing ring finger 2 [Source:HGNC Symbol;Acc:HGNC:26299]	1.3504913	
DDA1	DET1 and DDB1 associated 1 [Source:HGNC Symbol;Acc:HGNC:28360]	1.3504359	
PTPRF	protein tyrosine phosphatase receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]	1.3483238	
NACC2	NACC family member 2 [Source:HGNC Symbol;Acc:HGNC:23846]	1.3480453	
SPECC1	sperm antigen with calponin homology and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:30615]	1.3473628	
PLK2	polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]	1.342859	
NIPAL1	NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194]	1.3426483	
PTPN1	protein tyrosine phosphatase non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]	1.3412575	
SLC45A1	solute carrier family 45 member 1 [Source:HGNC Symbol;Acc:HGNC:17939]	1.337555	
ARHGEF37	Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]	1.3350761	
TGFB2	transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]	1.334635	
COQ10B	coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]	1.3345973	
ATP6V0E1	ATPase H+ transporting V0 subunit e1 [Source:HGNC Symbol;Acc:HGNC:863]	1.3344114	
BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1144]	1.3321421	
MRS2	magnesium transporter MRS2 [Source:HGNC Symbol;Acc:HGNC:13785]	1.3320003	
MYRF	myelin regulatory factor [Source:HGNC Symbol;Acc:HGNC:1181]	1.3307294	
CCDC81	coiled-coil domain containing 81 [Source:HGNC Symbol;Acc:HGNC:26281]	1.3291962	
ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]	1.326682	
FAM83H	family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]	1.3212984	
TRAF4	TNF receptor associated factor 4 [Source:HGNC Symbol;Acc:HGNC:12034]	1.3205874	
SEZ6L2	seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844]	1.3190588	
LXN	latexin [Source:HGNC Symbol;Acc:HGNC:13347]	1.3171188	
TNFRSF8	TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]	1.3128283	
HSPB8	heat shock protein family B (small) member 8 [Source:HGNC Symbol;Acc:HGNC:30171]	1.3110932	
KLHL5	kelch like family member 5 [Source:HGNC Symbol;Acc:HGNC:6356]	1.3099909	
OCIAD2	OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685]	1.3094863	
ARHGDIB	Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]	1.3091804	
TXNRD1	thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]	1.3090645	
NALF1	NALCN channel auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:33877]	1.3088206	
EFNB2	ephrin B2 [Source:HGNC Symbol;Acc:HGNC:3227]	1.3086408	
ADRA1B	adrenoceptor alpha 1B [Source:HGNC Symbol;Acc:HGNC:278]	1.3079699	
CD82-AS1	CD82 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56287]	1.3072494	
BCAR3-AS1	BCAR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40093]	1.3055894	
RHBDF2	rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]	1.3048077	
IL33	interleukin 33 [Source:HGNC Symbol;Acc:HGNC:16028]	1.3029047	
KIAA0319L	KIAA0319 like [Source:HGNC Symbol;Acc:HGNC:30071]	1.3024038	
EFCAB5	EF-hand calcium binding domain 5 [Source:HGNC Symbol;Acc:HGNC:24801]	1.3023317	
PLEKHB2	pleckstrin homology domain containing B2 [Source:HGNC Symbol;Acc:HGNC:19236]	1.3018258	
IGFBP7	insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]	1.2998923	
SNAP25-AS1	SNAP25 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44312]	1.2978644	
SLC12A8	solute carrier family 12 member 8 [Source:HGNC Symbol;Acc:HGNC:15595]	1.2972946	
B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15629]	1.295813	
CCDC169	coiled-coil domain containing 169 [Source:HGNC Symbol;Acc:HGNC:34361]	1.2936715	
PPP1R13B	protein phosphatase 1 regulatory subunit 13B [Source:HGNC Symbol;Acc:HGNC:14950]	1.2920127	
MYCL-AS1	MYCL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40386]	1.2904757	
CD82	CD82 molecule [Source:HGNC Symbol;Acc:HGNC:6210]	1.2892331	
LIMK2	LIM domain kinase 2 [Source:HGNC Symbol;Acc:HGNC:6614]	1.2887896	
CNTNAP3	contactin associated protein family member 3 [Source:HGNC Symbol;Acc:HGNC:13834]	1.2885079	
KCTD16	potassium channel tetramerization domain containing 16 [Source:HGNC Symbol;Acc:HGNC:29244]	1.287576	
LINC01776	long intergenic non-protein coding RNA 1776 [Source:HGNC Symbol;Acc:HGNC:52566]	1.285524	
EPHB2	EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]	1.2854482	
CIDECP1	cell death inducing DFFA like effector c pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24230]	1.2844247	
ATP2C1	ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]	1.283406	
USP53	ubiquitin specific peptidase 53 [Source:HGNC Symbol;Acc:HGNC:29255]	1.2829357	
DMTN	dematin actin binding protein [Source:HGNC Symbol;Acc:HGNC:3382]	1.2819827	
C3orf33	chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26434]	1.2817627	
CAVIN2-AS1	CAVIN2 and TMEFF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40517]	1.2788235	
CCDC24	coiled-coil domain containing 24 [Source:HGNC Symbol;Acc:HGNC:28688]	1.2786691	
DNAJC6	DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469]	1.2777123	
PWWP2A	PWWP domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29406]	1.2770873	
ZNF622	zinc finger protein 622 [Source:HGNC Symbol;Acc:HGNC:30958]	1.2758464	
BIRC3	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]	1.2731669	
ATP6V1F	ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832]	1.2727062	
P3H2	prolyl 3-hydroxylase 2 [Source:HGNC Symbol;Acc:HGNC:19317]	1.2726356	
UCHL1	ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]	1.2725397	
WNK4	WNK lysine deficient protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:14544]	1.2721223	
SH3RF3	SH3 domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:24699]	1.2713696	
HBEGF	heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]	1.2708311	
NMT2	N-myristoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:7858]	1.2707353	
PANX2	pannexin 2 [Source:HGNC Symbol;Acc:HGNC:8600]	1.2705789	
IGF2BP3	insulin like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868]	1.2688107	
MAP1LC3B	microtubule associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:HGNC:13352]	1.2669238	
SHANK1	SH3 and multiple ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:15474]	1.2654413	
TYRP1	tyrosinase related protein 1 [Source:HGNC Symbol;Acc:HGNC:12450]	1.2653778	
VEGFC	vascular endothelial growth factor C [Source:HGNC Symbol;Acc:HGNC:12682]	1.2653533	
KCP	kielin cysteine rich BMP regulator [Source:HGNC Symbol;Acc:HGNC:17585]	1.2644103	
PLA2G15	phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]	1.2642331	
